醫事機構代碼,醫事機構名稱,醫事機構種類,電話,地址,分區業務組,特約類別,服務項目,診療科別,終止合約或歇業日期,固定看診時段,備註,縣市別代碼,合約起日
3831043632,永欣中醫診所,中醫診所,(02)82422858,新北市中和區連城路８９巷７之１號１樓,臺北業務組,4,門診診療,中醫一般科,20260701,星期一上午休診、星期二上午休診、星期三上午休診、星期四上午休診、星期五上午休診、星期六上午看診、星期日上午休診、星期一下午休診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上休診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上休診、星期六晚上休診、星期日晚上休診,-,65000,20200702
3831043641,辛中醫診所,中醫診所,(02)86681188,新北市中和區宜安路１１８巷１０號（１樓及夾層）、１２號,臺北業務組,4,門診診療,中醫一般科,20260922,星期一上午休診、星期二上午休診、星期三上午休診、星期四上午休診、星期五上午休診、星期六上午看診、星期日上午休診、星期一下午休診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上休診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,65000,20200923
3831043650,妍喜中醫診所,中醫診所,(02)29462580,新北市中和區景平路３３５號１樓,臺北業務組,4,門診診療,中醫一般科,20261201,星期一上午休診、星期二上午看診、星期三上午休診、星期四上午看診、星期五上午休診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,65000,20201202
3831043669,頌和中醫診所,中醫診所,(02)22438668,新北市中和區景平路６５６號１樓至２樓,臺北業務組,4,門診診療,中醫一般科,20270107,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午休診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,65000,20210108
3831043678,宣達中醫診所,中醫診所,(02)86686598,新北市中和區大勇街８號１樓,臺北業務組,4,,,20250303,星期一上午休診、星期二上午休診、星期三上午休診、星期四上午休診、星期五上午休診、星期六上午休診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上休診,-,65000,20210802
3831043687,致中和中醫診所,中醫診所,(02)29490191,新北市中和區仁愛街５４號１樓,臺北業務組,4,門診診療,中醫一般科,20271121,星期一上午看診、星期二上午休診、星期三上午看診、星期四上午休診、星期五上午休診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上休診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,65000,20211122
3831043696,天安中醫診所,中醫診所,(02)29419764,新北市中和區景平路２２５號１樓,臺北業務組,4,,,20220415,,,65000,20220209
3831043703,天安中醫診所,中醫診所,(02)29419764,新北市中和區景平路２２５號１樓,臺北業務組,4,門診診療,中醫一般科,20280424,星期一上午休診、星期二上午休診、星期三上午休診、星期四上午休診、星期五上午休診、星期六上午休診、星期日上午休診、星期一下午休診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上休診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上休診,-,65000,20220425
3831043712,心俞堂中醫診所,中醫診所,(02)29410212,新北市中和區景新街３３０號１樓,臺北業務組,4,門診診療,中醫一般科,20280501,星期一上午休診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午休診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上休診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,65000,20220502
3831043721,中和世峰中醫診所,中醫診所,(02)29233838,新北市中和區景平路７０８號２樓,臺北業務組,4,,,20230301,,,65000,20221116
3831043730,願行中醫診所,中醫診所,(02)89646857,新北市中和區華福街６４號１樓,臺北業務組,4,門診診療,中醫一般科,20281123,星期一上午休診、星期二上午休診、星期三上午休診、星期四上午休診、星期五上午休診、星期六上午看診、星期日上午休診、星期一下午休診、星期二下午看診、星期三下午休診、星期四下午休診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上休診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,65000,20221124
3831043749,逸心堂中醫診所,中醫診所,(02)22251618,新北市中和區中原街１６６號１樓及１６８號１樓,臺北業務組,4,門診診療,中醫一般科,20260523,星期一上午休診、星期二上午休診、星期三上午休診、星期四上午休診、星期五上午休診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,65000,20230524
3831043758,圉閎中醫診所,中醫診所,(02)22400102,新北市中和區中山路２段２１３號１樓、２樓,臺北業務組,4,門診診療,中醫一般科,20270401,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上休診,-,65000,20240402
3831043776,台安中醫診所,中醫診所,(02)22219898,新北市中和區新生街３號１樓,臺北業務組,4,門診診療,中醫一般科,20271031,星期一上午休診、星期二上午休診、星期三上午休診、星期四上午休診、星期五上午休診、星期六上午休診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,65000,20241101
3831043785,從容中醫診所,中醫診所,(02)86600667,新北市中和區中山路２段４６號１樓,臺北業務組,4,門診診療,中醫一般科,20271229,星期一上午休診、星期二上午看診、星期三上午休診、星期四上午看診、星期五上午休診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上休診、星期三晚上看診、星期四晚上休診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,65000,20241230
3831043794,宣達中醫診所,中醫診所,(02)86686598,新北市中和區大勇街８號１樓,臺北業務組,4,門診診療,中醫一般科,20280302,星期一上午休診、星期二上午休診、星期三上午休診、星期四上午休診、星期五上午休診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上休診,-,65000,20250303
3831043801,彤安中醫診所,中醫診所,(02)22432988,新北市中和區南華路１２號１樓,臺北業務組,4,門診診療,中醫一般科,20280320,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,65000,20250321
3831050011,德昌中醫診所,中醫一般診所,(02)22195401,新北市新店區中正路３７０號,臺北業務組,4,門診診療,中醫一般科,20280229,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上休診、星期二晚上休診、星期三晚上休診、星期四晚上休診、星期五晚上休診、星期六晚上休診、星期日晚上休診,晚上及週日不看診 國定假日僅早上看診清明節4／4當天休診,65000,19950301
3831050020,順安堂傷科中醫診所,中醫一般診所,(02)29155971,新北市新店區順安街１６號,臺北業務組,4,門診診療,中醫一般科,20280229,星期一上午看診、星期二上午看診、星期三上午休診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午休診、星期三下午休診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上休診、星期三晚上休診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,65000,19950301
3831050048,仁安中醫診所,中醫一般診所,(02)29112867,新北市新店區光明街１７８號,臺北業務組,4,門診診療,中醫一般科,20280229,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午休診、星期二下午休診、星期三下午看診、星期四下午休診、星期五下午休診、星期六下午休診、星期日下午休診、星期一晚上休診、星期二晚上看診、星期三晚上休診、星期四晚上看診、星期五晚上休診、星期六晚上休診、星期日晚上休診,-,65000,19950301
3831050182,健宏中醫診所,中醫一般診所,(02)22188120,新北市新店區中央路１９８號,臺北業務組,4,門診診療,中醫一般科,20280716,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上休診,-,65000,19960717
3831050208,新店建成中醫診所,中醫一般診所,(02)29135522,新北市新店區永新街１３號１樓,臺北業務組,4,門診診療,中醫一般科,20280930,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上休診,-,65000,19961001
3831050226,新福安中醫診所,中醫一般診所,(02)29105657,新北市新店區光明街６４號１樓,臺北業務組,4,門診診療,中醫一般科,20271210,星期一上午休診、星期二上午休診、星期三上午休診、星期四上午休診、星期五上午休診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午休診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上休診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,65000,19961211
3831050235,長庚中醫聯合診所,中醫一般診所,(02)29158775,新北市新店區北新路１段３２７、３２９號１、２樓,臺北業務組,4,,,20240331,,,65000,19971010
3831050244,育豐中醫診所,中醫一般診所,(02)29111367,新北市新店區三民路７３號,臺北業務組,4,門診診療,中醫一般科,20280310,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上休診,-,65000,19970311
3831051438,新店榮星中醫診所,中醫一般診所,(02)89113502,新北市新店區大豐路２４號,臺北業務組,4,門診診療,中醫一般科,20281130,星期一上午休診、星期二上午休診、星期三上午休診、星期四上午休診、星期五上午休診、星期六上午休診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上休診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上休診,-,65000,20011201
3831051616,百漢中醫診所,中醫一般診所,(02)29178569,新北市新店區中正路１１３號１樓,臺北業務組,4,門診診療,中醫一般科,20280430,星期一上午看診、星期二上午休診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上休診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,65000,20040501
3831051661,安慶中醫診所,中醫一般診所,(02)22152889,新北市新店區安康路３段５１號１樓,臺北業務組,4,門診診療,中醫一般科,20280926,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午休診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,周日全天休診  周四上午休診,65000,20060927
3831051778,岐伯齋中醫診所,中醫一般診所,(02)29128116,新北市新店區民權路７９號,臺北業務組,4,門診診療,中醫一般科,20280801,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上休診,-,65000,20100802
3831051803,覺真中醫診所,中醫一般診所,(02)29155838,新北市新店區五峯路２８號１樓,臺北業務組,4,門診診療,中醫一般科,20260405,星期一上午休診、星期二上午看診、星期三上午看診、星期四上午休診、星期五上午休診、星期六上午看診、星期日上午休診、星期一下午休診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上休診、星期四晚上休診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,65000,20110406
3831051812,瑞清中醫診所,中醫一般診所,(02)29135052,新北市新店區中興路１段１５９號１樓,臺北業務組,4,門診診療,中醫一般科,20260704,星期一上午休診、星期二上午休診、星期三上午看診、星期四上午休診、星期五上午休診、星期六上午看診、星期日上午休診、星期一下午休診、星期二下午看診、星期三下午休診、星期四下午看診、星期五下午休診、星期六下午休診、星期日下午休診、星期一晚上休診、星期二晚上看診、星期三晚上看診、星期四晚上休診、星期五晚上休診、星期六晚上休診、星期日晚上休診,-,65000,20110705
3831051830,鈺晟中醫診所,中醫一般診所,(02)29126248,新北市新店區光明街２８８號２樓,臺北業務組,4,門診診療,中醫一般科,20270117,星期一上午休診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午休診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上休診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,65000,20120118
3831051849,陳炳文中醫診所,中醫一般診所,(02)86668001,新北市新店區安民街２２０號１樓,臺北業務組,4,門診診療,中醫一般科,20270501,星期一上午看診、星期二上午休診、星期三上午看診、星期四上午休診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午休診、星期二下午看診、星期三下午休診、星期四下午看診、星期五下午休診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上看診,-,65000,20120502
3831051858,北新中醫診所,中醫一般診所,(02)29188666,新北市新店區北宜路１段３５號１樓,臺北業務組,4,門診診療,中醫一般科,20270709,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上休診,-,65000,20120710
3831051894,邱世宗中醫診所,中醫一般診所,(02)89197383,新北市新店區北新路２段２５０－１號１樓,臺北業務組,4,門診診療,中醫一般科,20260526,星期一上午休診、星期二上午看診、星期三上午休診、星期四上午看診、星期五上午休診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午休診、星期三下午看診、星期四下午休診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,65000,20140527
3831051901,安康中醫診所,中醫一般診所,(02)86665679,新北市新店區安康路２段１７５號１樓,臺北業務組,4,門診診療,中醫一般科,20260611,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上休診,-,65000,20140612
3831051910,天祥中醫診所,中醫一般診所,(02)29111342,新北市新店區新店路９８號１樓,臺北業務組,4,門診診療,中醫一般科,20261209,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午休診、星期四下午看診、星期五下午休診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上休診、星期四晚上看診、星期五晚上休診、星期六晚上休診、星期日晚上休診,-,65000,20141210
3831051929,禪心中醫診所,中醫一般診所,(02)29150678,新北市新店區中興路３段２２１－１號１樓,臺北業務組,4,,,20240801,,,65000,20150226
3831051938,品宣中醫診所,中醫一般診所,(02)29141333,新北市新店區北新路３段１４５號２樓,臺北業務組,4,門診診療,中醫一般科,20280912,星期一上午休診、星期二上午休診、星期三上午休診、星期四上午休診、星期五上午休診、星期六上午看診、星期日上午休診、星期一下午休診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上休診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,65000,20160913
3831051947,思邈堂中醫診所,中醫一般診所,(02)82180499,新北市新店區溪園路３９１號１樓,臺北業務組,4,,,20220630,,,65000,20170103
3831051974,新店漢唐經方中醫診所,中醫一般診所,(02)29110149,新北市新店區中興路２段２５號２樓,臺北業務組,4,門診診療,中醫一般科,20270117,星期一上午休診、星期二上午休診、星期三上午看診、星期四上午休診、星期五上午看診、星期六上午休診、星期日上午休診、星期一下午看診、星期二下午休診、星期三下午看診、星期四下午休診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上休診、星期二晚上休診、星期三晚上看診、星期四晚上休診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,65000,20180118
3831051983,國華中醫診所,中醫一般診所,(02)86653988,新北市新店區北新路３段８６號１樓、８６號２樓,臺北業務組,4,門診診療,中醫一般科,20271226,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上休診,-,65000,20181227
3831051992,易豐中醫診所,中醫一般診所,(02)29111399,新北市新店區民族路１０３號１樓及地下室,臺北業務組,4,,,20221101,,,65000,20190416
3831052006,懷臨親子中醫診所,中醫一般診所,(02)29131088,新北市新店區中正路１５４巷１０號１樓,臺北業務組,4,,,20220104,,,65000,20191227
3831052024,必安中醫診所,中醫診所,(02)86661250,新北市新店區安德街７５號（１樓）,臺北業務組,4,門診診療,中醫一般科,20270511,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上休診,-,65000,20210512
3831052033,上醫堂中醫診所,中醫診所,(02)29121212,新北市新店區建國路８３號１樓,臺北業務組,4,門診診療,中醫一般科,20270928,星期一上午休診、星期二上午休診、星期三上午休診、星期四上午休診、星期五上午休診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,65000,20210929
3831052042,大豐中醫診所,中醫診所,(02)29162131,新北市新店區大豐路３０號１樓,臺北業務組,4,門診診療,中醫一般科,20271025,星期一上午休診、星期二上午休診、星期三上午休診、星期四上午看診、星期五上午休診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,65000,20211026
3831052051,思邈堂中醫診所,中醫診所,(02)82180499,新北市新店區溪園路３９１號１樓,臺北業務組,4,,,20250521,星期一上午休診、星期二上午看診、星期三上午看診、星期四上午休診、星期五上午休診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,65000,20220701
3831052060,易豐中醫診所,中醫診所,(02)29111399,新北市新店區民族路１０３號１樓及地下室,臺北業務組,4,,,20241202,,,65000,20221101
3831052079,桂枝香中醫診所,中醫診所,(02)22123737,新北市新店區安和路１段２５號（１樓）、２５之１號（１樓）,臺北業務組,4,,,20250604,星期一上午休診、星期二上午休診、星期三上午休診、星期四上午休診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午休診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上休診、星期五晚上休診、星期六晚上休診、星期日晚上休診,-,65000,20230105
3831052088,達泰中醫診所,中醫診所,(02)29110656,新北市新店區中華路４３之１號（１樓、２樓）,臺北業務組,4,門診診療,中醫一般科,20260215,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午休診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午休診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上休診、星期五晚上看診、星期六晚上看診、星期日晚上休診,-,65000,20230216
3831052104,新店京都堂中醫診所,中醫診所,(02)77307305,新北市新店區北新路３段９４號１樓、２樓,臺北業務組,4,門診診療,中醫一般科,20260828,星期一上午休診、星期二上午休診、星期三上午休診、星期四上午休診、星期五上午休診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,65000,20230829
3831052113,新意中醫診所,中醫診所,(02)29135657,新北市新店區中正路１６０號１樓及２樓,臺北業務組,4,門診診療,中醫一般科,20270313,星期一上午休診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午休診、星期四下午看診、星期五下午休診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,65000,20240314
3831052122,頤光中醫診所,中醫診所,(02)89193696,新北市新店區中華路４６號１樓,臺北業務組,4,門診診療,中醫一般科,20270424,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午看診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上看診,-,65000,20240425
3831052131,心圓中醫診所,中醫診所,(02)22183333,新北市新店區央北二路５２號（１樓）,臺北業務組,4,門診診療,中醫一般科,20270514,星期一上午看診、星期二上午休診、星期三上午看診、星期四上午休診、星期五上午休診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,65000,20240515
3831052140,禪心中醫診所,中醫診所,(02)29150678,新北市新店區中興路３段２２１－１號１樓,臺北業務組,4,門診診療,中醫一般科,20270731,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上休診,-,65000,20240801
3831052159,易豐中醫診所,中醫診所,(02)29111399,新北市新店區民族路１０３號１樓及地下室,臺北業務組,4,門診診療,中醫一般科,20271201,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上休診,-,65000,20241202
3831052168,中正頤光中醫診所,中醫診所,(02)29180195,新北市新店區中正路３１４號,臺北業務組,4,門診診療,中醫一般科,20280311,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午看診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,65000,20250312
3831052177,思邈堂中醫診所,中醫診所,(02)82180499,新北市新店區溪園路３９１號１樓,臺北業務組,4,門診診療,中醫一般科,20280520,星期一上午休診、星期二上午休診、星期三上午休診、星期四上午休診、星期五上午休診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,65000,20250521
3831052186,桂枝香中醫診所,中醫診所,(02)22123737,新北市新店區安和路１段２５號（１樓）、２５之１號（１樓）,臺北業務組,4,門診診療,中醫一般科,20280925,星期一上午休診、星期二上午休診、星期三上午休診、星期四上午休診、星期五上午休診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午休診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上休診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,65000,20250926
